"ClipID","EventID","INSTANCE_TYPE","SYNOPSIS","GENRE","TOPIC","SCENE","OBJECTS","ACTIVITIES","INSTANCE_VARIETY","INSTANCE_COMPLEXITY","AUDIO_EVIDENCE","TEXT_EVIDENCE","NON_ENG_SPEECH","NON_ENG_TEXT"
"1980","P001","positive","Time-lapse process of building a snow fort in a backyard","Home Video","MED_10_EVENTS","Backyard covered in snow: day","Two people, shovels, wheel barrow, fence, tree, plastic box,","Shoveling, molding snow bricks, stacking snow bricks","normal","normal","no","no","no","no"
"1986","P001","positive","Time lapse footage of two tents built for a wedding reception.","Amateur Footage","MED_10_EVENTS","Garden: day","builders, poles, wood plants, plastic sheets, flowers, trees,","","normal","normal","no","no","no","no"
"1992","P002","positive","Double to center plus RBI","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"1995","P002","positive","RBI single","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2004","P002","positive","RBI single","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2010","P002","positive","RBI single","Home Video","MED_10_EVENTS","","","","normal","normal","no","no","no","no"
"2018","NULL","NULL","Little boy dancing","Home Video","DANCE","","","","","","","","",""
"2021","NULL","NULL","Little boy singing","Home Video","MUSIC","","","","","","","","",""
"2062","NULL","NULL","Little girl drinking from a sippy cup","Home Video","FOOD & DRINK","","","","","","","","",""
"2065","NULL","NULL","Little girl playing","Home Video","CHILDREN","","","","","","","","",""
"2069","NULL","NULL","Little girl playing","Home Video","CHILDREN","","","","","","","","",""
"2071","NULL","NULL","Two girls eat cake to jazz.","Home Video","Food","","","","","","","","",""
"2079","P003","positive","the production of a banana cake","Home Video","MED_10_EVENTS","home kitchen","fluted bundt pan, steam","slicing, melting butter, cracking eggs, operating mixer","normal","normal","no","no","no","no"
"2096","P003","positive","A demo on how to a chocolate cake.","Demonstration","MED_10_EVENTS","Kitchen","pots, chocolate, espresso, butter, eggs, mixing bowls, meringue, whisk, bowl scraper, round cake pan, sandals, canvas belt, adult male, corn starch","breaking apart, pouring, seperating, mixing, whipping, rolling, tapping, folding, tempering, incorporating, lighting an oven, banging","normal","normal","yes","yes","yes","yes"
"2132","NULL","NULL","Baby taking a bath","Home Video","CHILDREN","","","","","","","","",""
"2135","NULL","NULL","Little girl playing with baby sleeping","Home Video","CHILDREN","","","","","","","","",""
"2140","NULL","NULL","Hitting golf balls","Home Video","SPORTS","","","","","","","","",""
"2143","NULL","NULL","Children singing","Home Video","MUSIC","","","","","","","","",""
"2147","NULL","NULL","Little girl drumming","Home Video","MUSIC","","","","","","","","",""
"2153","NULL","NULL","Cars driving by and getting water splashed on them","Home Video","VEHICLES","","","","","","","","",""
"2157","NULL","NULL","Ice skating","Home Video","SPORTS","","","","","","","","",""
"2158","NULL","NULL","Ice skating","Home Video","SPORTS","","","","","","","","",""
"2194","NULL","NULL","dummer/singer giving street performance","Performance","MUSIC","","","","","","","","",""
"2195","NULL","NULL","person playing the drums","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2196","NULL","NULL","Black and white video of woman backing a cake","Amateur Footage","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2199","NULL","NULL","man removing a snake from a mechanical door well","Amateur Footage","ANIMALS","","","","","","","","",""
"2209","NULL","NULL","Making a cake with strange ingredients","Home Video","Trick performance.","","","","","","","","",""
"2219","NULL","NULL","Toddler licks batter off cake beaters","Home Video","FOOD & DRINK","","","","","","","","",""
"2222","NULL","NULL","Little kid eats food.","Home Video","CHILDREN","","","","","","","","",""
"2224","NULL","NULL","Baby eats cake","Home Video","CHILDREN","","","","","","","","",""
"2225","NULL","NULL","Kids eat cake","Home Video","Drinking/Eating","","","","","","","","",""
"2228","NULL","NULL","Compilation footage of  strongman event in in the Stronman Champion League 2009","Amateur Footage","SPORTS","","","","","","","","",""
"2229","NULL","NULL","A man performs e-z bar biceps curls","Amateur Footage","SPORTS","","","","","","","","",""
"2233","NULL","NULL","Powerlifter performs extremely heavy bench presses","Amateur Footage","SPORTS","","","","","","","","",""
"2237","NULL","NULL","Powerlifter performs a 550lb squat","Amateur Footage","SPORTS","","","","","","","","",""
"2239","NULL","NULL","Powerlifters demonstrate powerlifting techniques while text provided instructions","Tutorial","SPORTS","","","","","","","","",""
"2248","NULL","NULL","A trainer demonstrates the decline bench triceps extension","Tutorial","SPORTS","","","","","","","","",""
"2255","NULL","NULL","Foortage of a goalie's performance in a hockey game","Amateur Footage","SPORTS","","","","","","","","",""
"2259","NULL","NULL","A hot dog eating contest sponsored by Nathan's","Demonstration","FOOD & DRINK","","","","","","","","",""
"2267","P003","positive","woman decorates a cake","Home Video","MED_10_EVENTS","indoors in a home kitchen","bowl","decorating a cake","normal","normal","no","yes","no","no"
"2272","P003","positive","A young man makes a Jaffa cake","Home Video","MED_10_EVENTS","","","","normal","normal","yes","no","no","no"
"2279","P003","positive","person making cupcakes","Home Video","MED_10_EVENTS","indoors in a home kitchen","bowl, spoon, cake pans","pouring batter into pan, testing cake for doneness, decorating cake","normal","normal","no","not_sure","no","yes"
"2289","NULL","NULL","Kid plays in cake batter","Home Video","FOOD & DRINK","","","","","","","","",""
"2293","NULL","NULL","Video of man chilling on a subway train","Amateur Footage","VEHICLES","","","","","","","","",""
"2297","NULL","NULL","footage of a car fire being put out by a fireman","Amateur Footage","VEHICLES","","","","","","","","",""
"2298","NULL","NULL","footage of a car on fire with firemen putting it out","Amateur Footage","VEHICLES","","","","","","","","",""
"2301","NULL","NULL","footage of a car on fire","Amateur Footage","VEHICLES","","","","","","","","",""
"2304","NULL","NULL","footage of a car on fire","Amateur Footage","VEHICLES","","","","","","","","",""
"2306","NULL","NULL","footage of a car on fire and firemen putting out the fire","Amateur Footage","VEHICLES","","","","","","","","",""
"2311","NULL","NULL","footage of firemen putting out a car fire","Amateur Footage","VEHICLES","","","","","","","","",""
"2313","NULL","NULL","footage of a car on fire, and some horses","Amateur Footage","VEHICLES","","","","","","","","",""
"2315","NULL","NULL","Kid says cinammon before mom bakes a cake.","Home Video","CHILDREN","","","","","","","","",""
"2317","NULL","NULL","footage with music of firemen putting out a car fire","Amateur Footage","VEHICLES","","","","","","","","",""
"2321","NULL","NULL","6th birthday party","Home Video","CELEBRATION","","","","","","","","",""
"2335","NULL","NULL","boy eats birthday ice cream cake sloppily","Home Video","CELEBRATION","","","","","","","","",""
"2352","NULL","NULL","baby plays patty cake","Home Video","CHILDREN","","","","","","","","",""
"2361","NULL","NULL","Making a paper plane.","Demonstration","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2371","NULL","NULL","A recital with piano and cello.","Performance","MUSIC","","","","","","","","",""
"2375","NULL","NULL","Performance by a classical string quartet.","Performance","MUSIC","","","","","","","","",""
"2380","NULL","NULL","A performance of Satie's Gnossienne Deux","Performance","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2387","NULL","NULL","Animation of two monsters fighting over a sandwich.","Other","COMEDY","","","","","","","","",""
"2390","NULL","NULL","An artist rapping.","Performance","PERFORMANCE","","","","","","","","",""
"2392","NULL","NULL","A time lapse video of a guy spray painting a mural on a wall.","Performance","ARTS & CRAFTS & HOBBIES","","","","","","","","",""
"2393","NULL","NULL","What happens when you put marshmallow peeps in the microwave.","Home Video","FOOD & DRINK","","","","","","","","",""
"2399","NULL","NULL","Someone rolls out batter, cuts cookie shapes and bakes them.","Home Video","Food","","","","","","","","",""
"2404","NULL","NULL","A man is showing a child how to put cookie dough on a cookie sheet.","Home Video","FOOD & DRINK","","","","","","","","",""
"2405","NULL","NULL","A guy is riding in a car, listening to headphones and singing about baking.","Home Video","FOOD & DRINK","","","","","","","","",""
"2409","NULL","NULL","A child is eating cokie dough.","Home Video","FOOD & DRINK","","","","","","","","",""
"2411","NULL","NULL","A woman and a girl are mixing batter with bluberries and filling a muffin tray.","Home Video","FOOD & DRINK","","","","","","","","",""
"2412","NULL","NULL","A guy is performing a medley of songs for the camera, where he changes the words to be about baking.","Home Video","MUSIC","","","","","","","","",""
"2415","NULL","NULL","Two women are preparing a variety of foods in a kitchen, while other people watch.","Amateur Footage","FOOD & DRINK","","","","","","","","",""
"2419","NULL","NULL","Someone is preparing ingredients for cooking, then adding them to a saucepan and making food.","Home Video","FOOD & DRINK","","","","","","","","",""
"2420","NULL","NULL","Time-lapse footage of a couple cutting and eating their wedding cake.","Other","CELEBRATION","","","","","","","","",""
"2422","NULL","NULL","A woman interviews a man about his cooking schedule, and the quantity of food he makes each day.","Interview","FOOD & DRINK","","","","","","","","",""
"2446","NULL","NULL","A man performs two pieces on a hand organ, operated by a turning crank. In between the pieces he changes the settings inside the organ and moves to a table. Video shot outside at a festival in Nagoya,","Home Video","MUSIC","","","","","","","","",""
"2448","NULL","NULL","group slices, serves cake","Home Video","Food","","","","","","","","",""
"2496","P003","positive","boy makes halloween cupcakes","Home Video","MED_10_EVENTS","kitchen","boy, mixer, Halloween frosting, cupcake tins, dog, sign, phone","mixing, scraping, licking, sharing, pouring, baking, frosting","normal","normal","no","yes","no","no"
"2504","NULL","NULL","kid blowing out candles for his birthday","Home Video","CELEBRATION","","","","","","","","",""
"2508","NULL","NULL","boy blows out 2 birthday candles with help","Home Video","CELEBRATION","","","","","","","","",""
"2521","NULL","NULL","A day in the life of a pet ferret.","Home Video","ANIMALS","","","","","","","","",""
"2522","NULL","NULL","A play-fight between a pet ferret and a yorkshire terrier.","Home Video","ANIMALS","","","","","","","","",""
"2523","NULL","NULL","Lincoln the English Bulldog goes outside in the snow.","Home Video","ANIMALS","","","","","","","","",""
"2526","NULL","NULL","Two dogs tired from tussling.","Home Video","ANIMALS","","","","","","","","",""
"2528","NULL","NULL","A French Bulldog puppt plays around the house.","Home Video","ANIMALS","","","","","","","","",""
"2529","NULL","NULL","Pheobe the Fench Bulldog napping in the sun.","Home Video","ANIMALS","","","","","","","","",""
"2532","NULL","NULL","A fencing parade.","Amateur Footage","SPORTS","","","","","","","","",""
"2550","NULL","NULL","A powerlifter performs an impressive deadlift","Home Video","SPORTS","","","","","","","","",""
"2552","NULL","NULL","A powerlifter demonstrates very heavy squats","Amateur Footage","SPORTS","","","","","","","","",""
"2553","NULL","NULL","A powerlifter does 390lb squats for five reps.","Amateur Footage","SPORTS","","","","","","","","",""
"2557","NULL","NULL","A powerlifter performs a 440 lb deadlift for six reps","Amateur Footage","SPORTS","","","","","","","","",""
"2562","P003","positive","Woman makes banana fudge cake","Home Video","MED_10_EVENTS","Kitchen; Woman shows us how to make cake in fast motion.","Woman, fudge, butter, flour, bananas, eggs, knife, mixing bowls, spoons, wire whisk, cake pan","adding fudge to bowl, mixing ingredients, peeling bananas, mashing bananas, cracking eggs, whisking eggs, putting cake in oven, taking cake out of oven","normal","normal","no","yes","no","yes"
